rab.all	rab.win.Female	rab.win.Male	diff.btw	diff.win	effect	overlap	we.ep	we.eBH	wi.ep	wi.eBH
54	2.64104121188995	2.25183353513285	2.89494345106686	0.527100120085548	1.92653321730034	0.259927886420711	0.381510417376143	0.0413501399272294	0.987899194006203	0.0263540689782756	0.977732751993419
55	4.64437617521932	4.26585653377888	4.85003229320263	0.459535173554331	1.86916275635809	0.235333624329221	0.398437500598672	0.0797582196227125	0.988029357064592	0.0487962376242186	0.982047707554278
94	1.66880135678107	1.43093202295249	1.8883729475149	0.525740201542989	2.1877601271812	0.218062100000855	0.385837022289268	0.0242684871128349	0.985249916954749	0.0345141385579369	0.978337741194541
758	0.0956684352774708	-0.182041051378889	0.259453604002887	0.52932044693498	2.19064937253044	0.21616711880403	0.390104167319258	0.0336183598342737	0.983021727396444	0.0350193973798203	0.954125169082887
92	2.42581746210961	2.98911057309289	2.1078788612251	-0.463483699633842	2.02986827314911	-0.214790866134207	0.399479167258678	0.0794029102881909	0.988029357064592	0.0479774406588854	0.979763814715232
33	4.55965124870034	4.28778052308953	4.79608400044777	0.389642210128562	1.82822367515081	0.212310391193785	0.403385417233852	0.07563881446422	0.988496496788356	0.0675084813029797	0.983241221265107
1421	2.58308099630277	2.30014525996538	2.7879932704849	0.453747951953517	2.2039561554584	0.194130298455485	0.394428534860018	0.0569778585837183	0.988029357064592	0.0381390115159829	0.980325185510245
68	2.21680115008518	2.51001640711518	2.07542066479508	-0.468764763972523	2.37213119112461	-0.189089380436377	0.409375000529555	0.0763157569630916	0.988029357064592	0.0846578430169354	0.984159334246351
70	2.61417667415961	2.85617134484777	2.48999947132364	-0.419976211018447	2.15607657574439	-0.179930966284525	0.415256444127298	0.0669425054024366	0.987813407102594	0.0782665462411807	0.984236265927375
12	5.35669581433222	5.52164709395045	5.22754068242506	-0.275568018398558	1.37532043070404	-0.179110926821348	0.419791667131929	0.0969521128876252	0.988496496788356	0.0836128759905454	0.985208046642939
73	1.79568684192748	1.50547775049813	1.97672152554446	0.477485714757829	2.42775219674631	0.176460648946215	0.416666667151073	0.193159963850978	0.988496496788356	0.092124784220987	0.985022633768334
1	5.3576474041211	5.04849228685216	5.5172943854982	0.526875169669134	2.72419851520097	0.17194370331049	0.417968750476415	0.0637623941275071	0.988029357064592	0.0898231876489237	0.986487658281459
87	1.69923745522071	1.40342513545121	1.88041748372876	0.352097628306486	1.90877643662348	0.163301180545949	0.419682374847359	0.176143727737183	0.988496496788356	0.0934271198092889	0.981880943989585
147	0.371473428748677	0.0188604434878252	0.573010332548536	0.538837082404021	2.86266849587287	0.161467033268149	0.409268420212319	0.61480075633644	0.989690948352763	0.105554277204494	0.983338630508547
1526	-0.629544241747523	-0.21188355131837	-0.888169693660185	-0.632735981294567	3.59017772410446	-0.145970469999693	0.419942723713252	0.326931220734128	0.989187141073981	0.152789875520123	0.984941439932666
426	1.86831550987203	1.7019651860873	2.0743495319846	0.306141434309842	1.99728239275766	0.144951203738092	0.420572917127162	0.0965366891552147	0.988029357064592	0.1282125305102	0.983569248912633
1754	0.0280058166909711	-0.204121308168427	0.194086191046991	0.459617815075024	2.87526924584823	0.143018726028257	0.423327258969938	0.118926250103792	0.988029357064592	0.115628203158836	0.984662425049175
154	0.915750040018238	1.25257488057504	0.719653361378798	-0.492689590123845	3.01152904082067	-0.1396807814791	0.425260417098704	0.268596056073156	0.988627631520341	0.138039447929576	0.984574907765652
1891	-2.62169690992511	-2.28781666563122	-2.89598928365383	-0.666895347794613	4.10216899618423	-0.136310043717005	0.422656250447816	0.192790990515674	0.983002890555072	0.196357572617211	0.98381199502388
770	-1.32978466744864	-1.71019989885523	-1.01780486382095	0.566534283941442	3.72090706386775	0.130772498747531	0.432552083721573	0.330514428454488	0.988702985131043	0.184563973713042	0.985868423029536
167	-0.274127534441984	-0.11588020939385	-0.396334605075152	-0.477063150342933	3.29257001274909	-0.128154540029283	0.434261911338538	0.15389821225474	0.988496496788356	0.24342652995357	0.9865075359675
79	1.77265825588977	1.53584674577443	1.98012957565599	0.330281997606415	2.47022635555465	0.127464880463297	0.433593750382027	0.282815647053378	0.988833185788583	0.199466846805957	0.98736036379177
132	-1.47394285875803	-1.84781284773858	-1.19620412515737	0.670018831615114	4.56580799722596	0.126062920372919	0.426711794226751	0.212073372760375	0.988833185788583	0.154045092916478	0.985590323753282
1789	-0.437451147140712	-0.605038580228856	-0.275271399972559	0.385408737094282	2.59097881920872	0.125586583996125	0.425149701031283	0.281430927580431	0.988660178276179	0.182941948929183	0.985984006489868
85	2.05798482091378	2.19458387507828	1.96046007004707	-0.258389618124858	1.93978733278215	-0.124120425371788	0.448320750099799	0.157231890212721	0.988496496788356	0.254540411531606	0.987438756067654
519	2.10361677183848	2.02016329833695	2.19145552385989	0.226081490034134	1.7861073335192	0.122947176439357	0.441666667000881	0.344722462554398	0.988498450231876	0.208109356553405	0.987361740277434
222	-2.53733469027593	-2.9686312025946	-2.25366417373161	0.663878400157403	4.58932172034306	0.121999390690177	0.436605051131964	0.220278973831525	0.983006418257846	0.21793301878824	0.984696939915255
60	1.45567416418753	1.28613254327126	1.55017988166068	0.361456866439707	2.93920404188288	0.119452669928622	0.433593750382027	0.228899658437592	0.988496496788356	0.198547368735511	0.98712891699529
257	-3.02687624079103	-2.57344613724583	-3.34555255194532	-0.596177462983238	4.56767838180528	-0.116048399217146	0.443634470512531	0.299591703850496	0.981602989708853	0.294137938677279	0.983100156707035
78	2.72394938875252	2.97713489466125	2.51168604708653	-0.262116956227088	2.125328488013	-0.114235819217052	0.448060401233835	0.559894744936995	0.989050716597791	0.326838776771941	0.987438756067654
84	-0.625270510209106	-0.860593822069434	-0.409784784425539	0.562287229320539	4.35011961029275	0.114163725895439	0.43671875036345	0.175542467587629	0.988496496788356	0.22315634168645	0.987438756067654
71	0.95840774515697	0.743914657196276	1.1301068387807	0.338044688908107	2.79003684957212	0.11286452024341	0.447395833633948	0.233909226952708	0.988496496788356	0.24291765309044	0.987438756067654
30	4.05841820290354	4.22741058095855	3.9869475799182	-0.248961078430857	2.16731390339758	-0.112025735503378	0.45118458762543	0.23097875882168	0.988496496788356	0.324998619248272	0.987438756067654
31	3.78270618215881	3.66088018325985	3.87639101773176	0.214439828414823	1.85675817176185	0.111231576239972	0.450000000285424	0.255595362119371	0.988497938617246	0.303675191991848	0.987438756067654
91	1.90767124802326	1.81332496544213	1.99174385217158	0.206911732787955	1.64811685787832	0.110822951233235	0.441406250335747	0.185001642449932	0.988496496788356	0.236566094224283	0.987193286977882
141	-1.67443197877708	-1.45494091720221	-1.83565241630824	-0.462595978384245	3.91907719095146	-0.109135682915896	0.434375000377374	0.222386275163484	0.988029357064592	0.248620559809304	0.986355574068807
264	-4.51426692206049	-4.24514409673316	-4.67454411607609	-0.591612163267738	4.64298238297989	-0.105970522301179	0.445717261440185	0.394598990165621	0.983476012413712	0.35902162945993	0.985706848777983
149	1.03698478519155	0.921676498748548	1.11750125651488	0.276001472616419	2.39215231134221	0.105846474456762	0.448437500294533	0.341763023342377	0.988496496788356	0.291739016889432	0.987438756067654
344	1.56893152109018	1.45145113843214	1.6411564864329	0.244963498650154	2.0317600790004	0.104679812518736	0.441812028450863	0.284117112316452	0.988496496788356	0.264618478595124	0.986527855293162
206	-2.56822717137416	-2.09116884555485	-2.99607664338574	-0.558587077915748	4.92540503121628	-0.104235889154805	0.440770632987064	0.444079381295864	0.989043572883652	0.321635397127618	0.987438756067654
783	0.623763575645605	0.834202527938071	0.4709222567465	-0.315679703601292	2.85529202476491	-0.103057295105846	0.434635417042491	0.330443570615707	0.988496496788356	0.217792084353522	0.987020005356887
1610	3.43090495600462	3.28467443937935	3.53152021307014	0.211814655179621	1.99181220258059	0.102052928597168	0.455350169480994	0.339571861404436	0.988496496788356	0.313336581245189	0.987438756067654
139	-0.562766720121157	-0.31921887588584	-0.730294522322684	-0.352032493087191	3.33240644982618	-0.0994847142305254	0.439843750344961	0.356256073980037	0.988530508945173	0.228406960336552	0.985911296048054
74	1.76744265601223	2.04360067506472	1.58583467167469	-0.257611040705055	2.44862979404454	-0.0992082850141021	0.448581098965762	0.540753783459939	0.988839170318391	0.304924443620295	0.987287800123661
4	6.37096093440831	6.25148222085469	6.44065557266612	0.132989530548052	1.3114081263686	0.0978800101440227	0.455610518346971	0.511550992342203	0.98913435565579	0.369395260570166	0.987438756067654
199	-3.73784214158585	-3.33065125259806	-4.00179417701528	-0.564164499889205	5.1886400586852	-0.0977925923665396	0.452746680821254	0.429356500384902	0.98693097876706	0.405003733347775	0.986110311950143
143	-0.71356242926366	-0.564090458731187	-0.833985847420943	-0.391415958763526	3.51828753272231	-0.0975548317474017	0.44010416701009	0.266671798136441	0.988366046064819	0.228458126014286	0.986794487470925
179	-1.83663093187656	-2.11628231812884	-1.61490428832135	0.478296451061981	4.34609764898297	0.0959000363277597	0.443229166991692	0.419382220912584	0.988933031018776	0.280160223262563	0.987377444712836
50	2.11487326765993	2.21247430917182	2.02777416775452	-0.27211110284058	2.42390299982432	-0.0957639338973049	0.444791666982522	0.338135607894148	0.988496496788356	0.28969101430313	0.987438756067654
44	3.58922921885746	3.39660852120045	3.65633768840158	0.182863509100279	1.8828820811616	0.0957430230191362	0.457172611542838	0.382658986721298	0.988496496788356	0.414422838391298	0.987438756067654
267	-3.2010642293161	-3.47736903666061	-3.02582172377652	0.513570719996592	4.54143399550042	0.0956113850967942	0.447539703501909	0.316166468850149	0.988240267874942	0.327137835756866	0.98705552297505
281	-4.60289596451637	-4.32980947189098	-4.7661830319551	-0.521713384933111	4.75626925497596	-0.0951344544532812	0.451822916941487	0.327418889045854	0.982699995704	0.348689027788661	0.985259197091931
397	-4.55265467428086	-4.32418918620454	-4.73751853741386	-0.513991447330289	4.82159900629307	-0.0943532843546181	0.455870867212948	0.386857658366276	0.984829583077861	0.394015733209253	0.985085643652932
1871	-3.34550950388782	-3.68383201076074	-3.04929519670458	0.567821109353706	5.39720381782794	0.0917930528456774	0.455610518346971	0.528892267394157	0.989366928212918	0.375649418238838	0.985283559162188
1084	-3.87023278891292	-3.68244789206986	-3.99669359248724	-0.554728606061098	5.20724684501334	-0.0917343894911419	0.4546875002582	0.434827386555857	0.988877894316241	0.465519252353764	0.987742272243406
165	-2.44958777911587	-2.12663748183604	-2.62084352065405	-0.537644682702477	5.2075771181761	-0.0911620463674785	0.455870867212948	0.450652053731715	0.989627624648036	0.411625384386066	0.987339445876855
1539	-1.16382340918968	-0.837624664377729	-1.4167989384814	-0.432196283306649	4.2347454420509	-0.0909036687314629	0.440770632987064	0.326860890703504	0.988507663726944	0.224127240960385	0.986628275086598
410	1.38288854239592	1.17664044912568	1.47351539280078	0.228037705667925	2.04336375750411	0.0902439638940436	0.452343750271794	0.723946835510203	0.990245583947822	0.331525921076832	0.987438756067654
13	4.02356054481699	3.96446883072208	4.1307720129389	0.244732803702282	2.47220888411928	0.0895327439061951	0.453645833597571	0.168730051730331	0.988496496788356	0.353450785545872	0.987438756067654
138	-0.658759084709261	-0.701917599027818	-0.627976132727233	0.333875215803881	3.54163432131269	0.0893646903885338	0.449218750289976	0.261860152954456	0.988582892865579	0.370150266917585	0.987560806985692
57	2.63182024314537	2.54118647544605	2.67971839101861	0.193272708129545	1.99673147935692	0.0883358660979793	0.453788076285144	0.427730317840846	0.988833185788583	0.416492483151992	0.987438756067654
65	3.7075213280591	3.81420246877131	3.5943206265379	-0.152986706016149	1.77475335564681	-0.0875219206415075	0.461979166882788	0.414065739243169	0.988582892865579	0.484124988227229	0.987438756067654
35	2.68413078743126	2.45816389313879	2.81118383663971	0.273611621626618	2.99456041180884	0.0867497048477096	0.450403541027525	0.451768376671947	0.988839170318391	0.275078842474092	0.987438756067654
710	-1.50980472220615	-1.24138481594897	-1.73859379977217	-0.420180687642068	4.33724010886265	-0.086283917620979	0.45208333360664	0.402128978517547	0.988919581865806	0.360377780341592	0.98712891699529
129	-0.669474386673315	-0.842267033286822	-0.523982161520455	0.338915532143059	3.32171547049588	0.0857485059054571	0.450663889893493	0.443481406632183	0.98885919476438	0.308988591382136	0.987438756067654
118	-0.103276076997337	0.0289210224517991	-0.189833774429943	-0.29805700808241	2.90653611972139	-0.0849652894025643	0.443894819378486	0.251663947221405	0.988496496788356	0.258301659053181	0.986213805419066
72	0.223524987085149	0.42108693676069	0.0755475648886623	-0.364380715147505	4.11473559348665	-0.084035593484789	0.445196563708269	0.320426285810968	0.988833185788583	0.252472268788872	0.98689490726436
62	3.23133512113304	3.14794351008701	3.29218330613042	0.189730964174675	2.04236087727548	0.0836870922307247	0.462379588862497	0.474311577549714	0.988624320096108	0.454797113956188	0.987438756067654
29	2.95067969105733	3.0925135215187	2.88025273891489	-0.228538340322629	2.60457383436659	-0.0835235617591864	0.450000000285424	0.264583819279092	0.988496496788356	0.309480494259896	0.987438756067654
11	4.97463537847926	5.11911712502529	4.8264215725324	-0.191522736511899	2.03208251281126	-0.082982845280104	0.460416666891779	0.391353502964668	0.988919581865806	0.37030192952467	0.987438756067654
334	-4.2747513005672	-4.06955305613158	-4.40869668650369	-0.44779529619644	4.60907704723435	-0.0825354326397566	0.457953658140776	0.51833235834116	0.988742600385613	0.410599048828043	0.987235350532462
25	2.85352073274327	2.92600805621471	2.79253960917796	-0.209383734522037	2.48125942922169	-0.0821318704888221	0.440770632987064	0.197103430958941	0.988496496788356	0.247505552043904	0.987438756067654
117	1.62629232583321	1.4924760307521	1.7641568952088	0.208702519541414	2.36764273556593	0.0817141955666314	0.454569122883067	0.724931218370377	0.98995270515011	0.386983821296905	0.987462694108947
116	-0.437284283541	-0.169623004921705	-0.656524784470823	-0.397449045201887	4.3528232519931	-0.0814610302618258	0.458214007006757	0.380853084779577	0.988575264588992	0.339979838120018	0.987438756067654
114	-0.110982697811297	0.159472386960108	-0.281904860852605	-0.350379453532454	3.70913315849277	-0.0812956925480351	0.448177083629386	0.526355754873119	0.989495013050823	0.333995763245411	0.986728267710862
198	-3.48553011899927	-3.68911457860277	-3.33472943571395	0.480450977640097	5.35641871191722	0.0795545073138777	0.457693309274796	0.385064110691664	0.988846863436537	0.441224975046439	0.987591720683615
108	0.519987362558457	0.597988030419011	0.47094337397066	-0.248121951199545	2.90789431336944	-0.0794950812793725	0.448060401233835	0.324619573532469	0.988496496788356	0.350066457328823	0.987438756067654
266	-3.92971556018617	-3.65338330682902	-4.11417865043993	-0.464483466368409	5.18354372965938	-0.0789394161012759	0.457953658140776	0.447240674903346	0.988826563640287	0.425653985086504	0.985988244809792
328	-3.25834519872727	-3.06355810122551	-3.40118960316564	-0.383888830491368	4.17766947044463	-0.0783762250506377	0.459895833561445	0.449173869768541	0.988958338529793	0.431711500384545	0.988078533974619
402	1.18632081448169	1.09399363407226	1.24537088508114	0.17471231624879	2.06204630865963	0.0779828446947756	0.464722728656391	0.443013442762741	0.988714027597564	0.45801970706256	0.987438756067654
1458	2.47550972213204	2.62240274484209	2.38225494057202	-0.214123276457029	2.73973903538456	-0.0775586079903175	0.466284821852334	0.406396898965003	0.988502481318164	0.522254620843639	0.987438756067654
166	0.265256656081438	0.177289014068998	0.332748775323265	0.212083446575793	2.36935639994041	0.0771005584185713	0.459515751336665	0.485632773714933	0.988964320520568	0.436898430806128	0.987470757525637
51	2.55490737474069	2.39133305875673	2.65218273830184	0.174385237142997	2.06101613002995	0.0770630090875439	0.463420984326446	0.310092438289922	0.988496496788356	0.444311944805215	0.987438756067654
