rab.all	rab.win.Bottom.decile	rab.win.Top.decile	diff.btw	diff.win	diff.btw.025	diff.btw.975	diff.win.025	diff.win.975	effect	effect.025	effect.975	overlap	we.ep	we.eBH	wi.ep	wi.eBH
97	2.21580825055211	1.87296505619515	2.49420040829372	0.614018434702615	1.57873459512943	-2.85605000494752	3.29099660032799	0.266483643694983	3.99947986680178	0.353088497752132	-3.16091914085952	4.55031699673224	0.343481663769079	0.206985702945118	0.843747004744493	0.128088261816786	0.801846143435986
93	2.33230773200801	2.06013578893758	2.7616525018282	0.597488204257225	1.45889463274374	-3.07463825001278	3.72531437891357	0.248158808513987	4.1304167014541	0.348929191418469	-2.79667304307903	5.40934743836976	0.327343759970657	0.100112185620131	0.727081074607881	0.0832407588066805	0.727929902834553
47	3.86779249881833	4.36750801073708	3.40863260591351	-0.890073430806518	2.65711577885532	-4.90114452130251	5.01170313291919	0.423669180359228	6.03170833878806	-0.326487215291786	-4.76684074500634	3.22430973247863	0.362997665601802	0.193680993656173	0.855542481877773	0.170675860561248	0.871056231152383
116	1.98027075937636	1.73749314007471	2.11042116373944	0.718014856900243	1.97518320507071	-2.27942631944161	5.14693904615807	0.305883932573603	4.93319453865492	0.323036504972637	-2.08458530933672	6.60903431572657	0.353906258124312	0.0396976244244994	0.593759549291153	0.10367846618625	0.775406369862573
36	2.53766041277164	2.30888203820253	2.9737235711248	0.674872328856036	1.49465415529012	-3.68781747708896	6.02898766064204	0.201297334108757	6.05850939183224	0.32161821511845	-3.31017221968567	10.6388908494557	0.264637017696791	0.0474492663317823	0.626002400018815	0.0145191946709787	0.479703948131166
218	-1.35839175086067	-2.51167215019078	-0.35136710036648	1.66127867940408	5.05290832046927	-8.12042491862824	12.5538437573719	0.689152840149199	14.0236069811957	0.315026023772656	-3.22185728273784	6.2592531377262	0.332552702786128	0.135706059299813	0.732626825347717	0.0809069041733959	0.713639206025358
124	1.62869286469298	2.02006948787121	1.27196179771001	-0.69736484748109	1.94693402509288	-6.33832698128172	2.73736061898633	0.294208591428162	6.73775076065716	-0.308224684362721	-6.2444154379659	2.61611319053271	0.341920383626603	0.0907422911860813	0.710312378878556	0.111209728670555	0.785730390037002
67	1.98785012941784	1.85420584386372	2.20721128248034	0.66630327525119	2.07320359361446	-2.94729623742072	5.79079684899821	0.30453034880034	5.75271454700986	0.305767243120073	-2.34909752824352	6.77259231516803	0.345312508700567	0.0479201947696893	0.625699407381416	0.114754509646441	0.78214998781354
155	0.886638965250064	0.257111298932234	1.56543344426247	1.120512320424	3.42971086601243	-4.89947906259021	6.78947200881189	0.508819495264008	7.12384161937219	0.30273360346318	-2.55796313957752	5.48812160650101	0.356250007970296	0.125668097896972	0.760464041534933	0.12569428099002	0.80660409045698
28	4.46617159044895	5.37332146847441	4.06010602774506	-0.706775721974694	2.40244027884401	-4.13824075674795	3.64227903221393	0.305413183442879	4.45320524779716	-0.301734776449258	-5.4975285481366	2.65344444637576	0.375781256733703	0.169437227165532	0.820525995578308	0.18092242505026	0.875619816713255
283	-4.0479464770583	-4.60873585895903	-3.34385616710325	1.42700892973775	4.13869754862981	-8.10334308799167	9.57540046371044	0.781162274549164	12.7233638106268	0.30075311705217	-3.47391303965311	5.20966563178139	0.365625007366738	0.297529731216742	0.791294146684829	0.200871373672864	0.782244409969044
70	3.46709308759772	3.85722044897823	3.21570968138979	-0.540574056405708	1.74196178953371	-3.46984313729626	2.98756019349145	0.305530084684341	4.15528216789383	-0.295353023028528	-4.56886567965508	2.97726495934481	0.3796875064955	0.241358506306089	0.887143922514107	0.20658351402736	0.897438725886736
114	1.79159114941604	1.56617385593694	2.35592758659294	0.715877986192478	2.25713612723297	-3.20910797569119	4.61127128726301	0.43803199976575	4.9511790821166	0.294584656909222	-2.50164468386585	4.3819716007803	0.370312507072018	0.145936027949512	0.792673921414585	0.187003280467108	0.865867692744032
1	7.39457554545314	8.07504041717897	6.86915792749678	-0.454544050868068	1.73128870597596	-3.86956301838981	2.34389015754341	0.194186453549145	3.63277000873421	-0.291666850261921	-7.36263229499802	2.41883406951109	0.344262303840564	0.0959520393630493	0.728997244869808	0.0976395791091392	0.775028972250688
157	-0.488926168746356	-0.943669472023536	-0.123020476241027	1.38188498531422	5.0400055123167	-6.80296208279217	11.8012817747278	0.723910181224028	13.445743802363	0.283257415270916	-2.69742385411716	5.52438891976268	0.36377830567695	0.113473033631504	0.744157137280404	0.149960623829158	0.822142666663434
98	2.30253935308054	2.02881479487276	2.59624688922691	0.598078822303694	1.77424688896565	-3.41042874274717	5.26644287673376	0.293318189925433	5.3770219739416	0.280635987970703	-3.00639359739726	5.98358238846919	0.342187508914846	0.151955583222802	0.796178182245311	0.108845450684133	0.773247538867911
92	2.23354540973487	2.35660602221745	2.05479761571384	-0.659634986223249	2.32762092258754	-5.41341120576886	3.36198456545304	0.359408741356089	6.15421601014418	-0.280140034422659	-5.52333309351648	2.59020073775575	0.386416867908675	0.111249419793773	0.742639676391718	0.219852107227195	0.903144153280916
167	0.462654273913389	0.135420319209217	0.843523819292646	0.832904724623823	2.67918026973748	-4.77398187935803	7.74594845235031	0.387472976831152	8.79992062477297	0.269626056547918	-3.3988388581388	6.30451567306048	0.341139743555613	0.125625218504351	0.752859777284654	0.100885202144149	0.755425572841109
232	-0.416981656729803	-0.0447022939846438	-0.816350843802327	-0.795074017098576	2.46287681033361	-6.34635712977679	4.05191434926084	0.440500847115187	8.06003130503253	-0.268704925638731	-5.16022916015493	2.86429230733742	0.364843757416301	0.194302953177754	0.794658528785833	0.165425970610664	0.819688857846301
192	0.263537152830386	0.0495302908975157	0.885368061024738	0.847086820464857	2.77865507866264	-4.71587349562096	7.62272835253016	0.386769218245499	9.61676398888876	0.267619091139024	-2.96031894138481	6.80617750839201	0.360156257716438	0.147332855336249	0.774839217352301	0.154706624761932	0.819720807767511
76	0.916893804822411	0.279771392763201	1.27648620403465	1.17448634779648	4.24034855604595	-5.94357308323417	8.9153809194338	0.573702045198996	10.5440580776853	0.266518453533561	-2.88329867538912	5.25204514916909	0.354410624784129	0.142615280127883	0.783752445300053	0.129498102725262	0.80164016033377
27	4.49832844470023	4.87164502859958	3.4524877845662	-0.63502862368962	2.42041499112404	-4.98174595654931	3.67233293107626	0.364218874328279	5.2532609518558	-0.264512550495119	-4.99308456430927	2.38178047732925	0.394531255614219	0.202133765545388	0.857631629608699	0.257265975957638	0.927944843275781
68	2.59483005493674	2.44052415503058	2.84855194124088	0.544014714988197	1.73992954545282	-3.83250141773942	3.48031250563079	0.295240507135152	4.98834975119439	0.260216807504088	-3.19232851665458	4.8667155714303	0.382513667517187	0.388994184665592	0.939262506591353	0.22456827807236	0.895674797925119
214	-1.51995446588438	-2.00862482487604	-1.09758642221019	1.20509127259983	4.17306145315531	-6.39321831333795	11.2112128034313	0.610346702336703	12.3620448936207	0.25868954050212	-2.44343494796769	7.03209397282576	0.358313825153721	0.113431909034243	0.703583123891387	0.155687782909341	0.803855516517183
59	3.14910033465082	3.9810712965826	2.38728457909537	-0.708539117084769	2.87489992373867	-5.2394132084798	4.62843280647852	0.373826373451934	5.72931144850707	-0.254715725674922	-4.9700957549812	2.98249365103825	0.397656255433102	0.192746499738525	0.846780537385456	0.251876034630084	0.922720829019518
251	-2.93739140877062	-2.59036540135623	-3.28507358677515	-1.29447569370124	4.81726361436395	-12.0214728080305	7.63637387303545	0.775773446889392	13.5928191207776	-0.249149032539657	-4.75549096623375	2.96080401170958	0.392187505751015	0.246637019146709	0.802665312041831	0.297966740195538	0.87479844694827
87	2.9752535477141	2.82796456856739	3.74360689056594	0.545301599095132	2.1356539910231	-3.22607624086498	4.05447224562236	0.292102523240413	4.74360583794438	0.246600115602073	-2.85518914395214	5.61295608838966	0.428125003732887	0.25997746254032	0.899162398216723	0.384146872873855	0.961714909660623
21	3.06240675843648	3.35521022871924	2.71579926485082	-0.81051798088893	2.59921566695091	-8.67670947273055	2.87872863576917	0.337619598597592	8.42549638558865	-0.244796832724637	-7.85294730336934	2.21878974660705	0.362997665601802	0.0393452559571128	0.604421759533332	0.124972039527048	0.808787119113758
69	2.83404322096381	2.9836884328204	2.36352598335747	-0.663942851265244	2.60064047698395	-6.59371867633599	3.09635052321485	0.40495999162078	6.65416294371824	-0.244434602276547	-4.85927382425334	2.25492972219237	0.380468756448192	0.102377383755815	0.73948731854547	0.213926198990068	0.888752498520956
196	0.0212734235882062	0.201433675771699	-0.226476829546954	-0.651279107697294	2.37586219478167	-6.12388495363258	4.78403929825086	0.398793066726879	7.64307820314574	-0.241790637470187	-5.54622793720283	3.56564372080933	0.387197507987278	0.24671519182486	0.856216469975976	0.235088310091333	0.882643376441172
173	-0.543596401386412	-0.754346513292463	-0.165997822906043	1.02469637166323	3.67112562742406	-4.8833119929252	10.0365946059069	0.600364370367802	10.8164234968854	0.239647119411312	-2.44782570466996	6.45997879618913	0.386718756073539	0.0887007875297559	0.680555315966094	0.215624051486476	0.870602764332008
19	3.77556114485031	4.09715542474207	3.46938267433764	-0.658157382921269	2.66490262013338	-6.2575504505644	4.23672401332055	0.282384607773705	6.25379584207402	-0.238838001481408	-6.63134698614211	2.89833246166359	0.335675263063467	0.125233643892379	0.769755078743579	0.0937266192709288	0.764571761428858
223	-3.55396511698253	-2.82809467037513	-4.0913424531021	-1.22614946093813	4.43342673038559	-10.4896980877223	8.08296958326646	0.78876840570693	12.6925357871274	-0.238776600509627	-4.59980026005053	3.17735762969914	0.382812506306912	0.350177109676207	0.842196906205877	0.274324122945251	0.841102104545688
254	-2.96281070425438	-2.4780558327922	-3.48941046885943	-1.04986387201919	3.88718741084105	-9.75422863236114	8.18929664410185	0.670122659416027	12.35058506339	-0.230158255511343	-5.11672586908479	3.44375486223634	0.386416867908675	0.350848593340131	0.844709514035529	0.278311829354504	0.849744947309305
109	2.01357776394558	2.13464805488753	1.86087342958391	-0.423868137323067	1.68239909878698	-4.14340191806571	2.6660121693185	0.272746725070897	4.53921338357951	-0.227725292004828	-4.93235118774729	3.18480544921321	0.392187505751015	0.219281954116238	0.844544637128197	0.307241401713294	0.921984705982845
74	2.67393451371689	2.37668224453459	2.9417660160806	0.483235980364259	2.01915047632646	-3.55861798542732	3.86860520751058	0.323283913024317	4.30228825240362	0.226725702512647	-2.95582154827491	4.41557010602869	0.417642471121814	0.254519544170839	0.895417012076866	0.38752760659854	0.958631051422375
236	-3.18004292272744	-2.61320362724995	-3.56008523535095	-1.19797493514783	4.79976709421974	-11.0515332166955	9.02861398602047	0.815731287897493	13.7825592275823	-0.223346960945065	-4.34812258128398	3.43571032036084	0.3914062557968	0.357052038563077	0.872154191380098	0.296938309923904	0.873510272654896
152	-2.87851464929509	-2.36970902107481	-3.33940982351238	-1.32438693789765	6.04945128552459	-12.498128617327	9.76581295701626	1.00231579443246	14.6113766926543	-0.221070575947884	-4.2314482499004	2.73846393448152	0.405468754986342	0.323443492740995	0.866370771395182	0.358268886577666	0.917849194801269
49	3.6311616156417	3.87654377339368	3.45275866616204	-0.408099379090803	1.75429157668672	-3.60490167914784	2.87498507104769	0.255082768871794	4.28596714093361	-0.218871846980109	-5.02722326816812	2.81387603267488	0.395784548858287	0.285773502475657	0.911924853851561	0.347016366253661	0.952618715636326
81	1.30976085288633	0.779290804634546	1.62557162460856	0.684375893976107	2.96497332413444	-5.48733018137437	5.04097960884598	0.417492619716654	7.06606964104085	0.216913466275581	-4.47016119606294	4.62135211124169	0.395312505568805	0.627807286071321	0.968894006949242	0.263418683685466	0.919260948625577
37	3.65659615737808	3.52882793687612	3.96528301698507	0.40624840688546	1.73545226905214	-2.79836367325122	3.41364613295582	0.326730617885536	3.90504176974709	0.211646243300847	-2.86406863231965	3.86604533556679	0.408274790144292	0.384327618367884	0.938131107959383	0.407612346427478	0.965367762173192
158	-3.26050585098093	-3.91429014776768	-2.4228466197916	1.39906000093799	6.04769331314361	-12.3974469124654	12.3662139738509	1.15750376444826	16.3346392170202	0.211285260212757	-3.37014126710002	4.04276115655459	0.393442628619613	0.501156041182186	0.935963114910166	0.351319574982076	0.914025859941089
23	4.99696487968933	5.39849832212603	4.78160341774378	-0.428339716107232	1.90566015628854	-3.87994426439259	2.87949108322332	0.279858935318763	4.65958528741426	-0.211283072318739	-4.4337543173788	3.24477101505491	0.421875004073083	0.296506738327432	0.922210329834643	0.432700560147573	0.969238223189759
219	-4.24813560080195	-4.75761032990728	-3.6362042487848	1.24604433213833	5.44293499533025	-9.68363623462882	14.1993026472979	1.00475350588871	16.0105943967142	0.210293173284607	-2.79881885309943	5.20149149702633	0.392187505751015	0.327124238036169	0.841775839226399	0.361960466268204	0.883669457714381
190	-0.0181635114188587	-0.383470728601654	0.518157867817175	0.742384145473687	2.97092953416713	-6.24628232044792	5.91952408002344	0.539005409237884	9.49459656175024	0.206452244029812	-3.82823729108807	4.12752761493063	0.396875005478247	0.434742015103174	0.928628480689939	0.259273578003553	0.906218446213946
269	-4.19012544120426	-3.70988941136668	-4.65410140899854	-1.19141352124302	5.05263397607077	-11.6857928242435	8.56132281671805	0.859542442371886	14.2859441490908	-0.201414140466528	-4.47908313683061	2.99273288882176	0.397656255433102	0.321642131870065	0.844365456454552	0.329933053157076	0.880993265170443
60	2.90772602021657	2.58677119671848	3.23149495566457	0.405025374336748	1.87850950748306	-2.78274835356954	4.92625429915051	0.329869790497251	5.33054050789556	0.199586493438698	-2.88588504953986	4.48536345666971	0.413281254547535	0.269592861284188	0.901998829227618	0.372387323642719	0.959853781181092
278	-4.70796018858432	-4.19807171228831	-5.17611633027916	-0.96314189892415	4.23391539750406	-10.6306357341281	7.9338212651553	0.698894639906594	12.9625145046434	-0.199262999090196	-5.00389203169763	3.15340462610834	0.39422326869908	0.356768193112022	0.833735296138917	0.340086581470388	0.857345739854342
252	-3.1358940510785	-3.58019398156692	-2.81028795104244	1.01584186071724	4.57926780471529	-8.1054612257248	11.0981845417786	0.781456733533681	13.7489080012087	0.198687988580105	-3.17932784485491	4.66953105619572	0.403125005119497	0.387343503207103	0.874252272397698	0.399897771583514	0.913669807362206
63	3.00393811731634	2.65858875845232	3.31397837911241	0.456359516734722	2.11316126794938	-4.06923403992799	4.42935748244644	0.290928885862729	5.26044299008277	0.195336616414656	-3.26201929302672	5.00096409177013	0.416081190958188	0.363886064503668	0.936044302747511	0.331847352813999	0.94453901338242
53	3.41906191814223	3.55099815846791	3.18289929364781	-0.427790680295395	2.1531389713409	-5.55318226546292	2.96200347066194	0.352679184001695	5.73862435491673	-0.191175943642523	-5.45293456802343	2.5239471698962	0.412500004591081	0.138031839056401	0.786620217809414	0.322864513238215	0.949702856296467
12	5.45746864230683	5.21266858019304	5.68770528656455	0.395653685158202	2.25680118251632	-3.64985295117967	3.99680016544528	0.39266602053477	4.55570033384257	0.18988644031685	-2.71753895394967	3.88052497395125	0.412958630631764	0.406028136221594	0.945230697427955	0.399163526341785	0.967170713264037
9	5.17006986324092	5.62692179536634	4.96981471175294	-0.414841806807614	2.08513040628755	-3.65474108160429	4.19355929852113	0.319255044166593	5.5598598366621	-0.187548482536396	-4.19634797239305	3.55016588413615	0.414062504504061	0.544642663633553	0.964809336377623	0.340999059384335	0.956170340680089
107	2.07596620129815	1.86147423255989	2.16008313273573	0.467591606913119	2.41761845905167	-2.78920283804185	4.76193405926829	0.274013561321963	4.8507048707425	0.18682631595218	-3.92211721145209	4.62499151603043	0.423106951696578	0.387275213604213	0.937758176806837	0.388298439219111	0.957414371694719
95	2.75824454358333	3.02726214058433	2.62123060725089	-0.389754970010027	1.9390758494189	-3.8361727391808	3.58075125755891	0.298912047941286	4.71996012327052	-0.186475795533837	-4.09365847826542	3.20324820224778	0.41093750467839	0.470877878907297	0.9541577272146	0.370784420722456	0.957908124212793
22	4.48027834676488	4.35327885235456	4.91547216083524	0.316240762685511	1.6310354375355	-3.17525234738744	3.2082162286318	0.247106755590556	3.8788460627936	0.185168619291047	-3.35336916667335	4.35851226088593	0.417642471121814	0.4599225910737	0.950034149915836	0.438037257657412	0.966601994493579
139	-0.339915812010921	-0.119362667352985	-0.564683385935243	-0.67309191086322	3.28450001775229	-11.3753169219817	4.10262033982032	0.430123403344697	12.0888938438551	-0.181915167585573	-7.80373706709966	2.61062884588785	0.37470726674224	0.0889947643824346	0.697400400103918	0.245408410059729	0.885201216428231
162	-0.122480660225899	-0.4217548236218	0.123798672868686	0.530280954259013	2.76939753340893	-5.96839385412864	5.20847722317147	0.40472427412864	7.14284724236512	0.180501683260368	-3.69494502781251	4.32304406259189	0.413281254547535	0.596971307263425	0.963389980882179	0.42049572425953	0.948675433754363
295	-4.64987175184451	-5.01827056769398	-4.2384782059261	0.863862011671162	4.07870885479985	-7.5516450145604	9.8787486906941	0.697718680431966	12.5280269814638	0.180370955601948	-3.12348150891437	5.13319222055599	0.398126469097769	0.358552189218328	0.843486038570003	0.365639882201234	0.857310905472204
128	0.81472159798795	0.941570862302207	0.597053265450474	-0.639401503493776	3.61938312009191	-6.84972294569272	5.41001026121065	0.5480232211506	7.55343118988475	-0.176044139252749	-4.48969494988421	2.93443440372467	0.418750004244674	0.429517765894459	0.947463570287565	0.440103299943264	0.966351875143595
201	-0.917124703700392	-0.566031334415547	-1.31320231536363	-0.781205773847295	4.34911240116006	-8.61616286943718	8.41394659031773	0.494181349316689	11.6135146180231	-0.171857561110712	-5.93316847631063	4.42874341012911	0.378125006590447	0.455747237823017	0.932171002997607	0.30280969156709	0.905118765107195
261	-4.61456247329549	-4.94342610240263	-4.23693599441431	0.931456027915966	4.52629409011761	-8.62177852237155	10.4777085661803	0.756547778394672	14.0966721104717	0.171821366242966	-3.37749241367852	4.47992138742224	0.417968754287735	0.400795186172361	0.848478136354265	0.400836020392925	0.872615519802893
193	0.622200520753025	1.01787498467827	0.39046137134158	-0.49368863705197	2.60653472875495	-5.5967048859981	4.7960170970885	0.488696028909039	6.3885437302273	-0.171075352548469	-4.28983198776577	3.12498894148917	0.414062504504061	0.376928142720914	0.93116986470875	0.402436051267822	0.954078891835121
208	-0.433587965554189	-0.765023671899166	0.100967126914137	0.811446700168085	3.98347181772832	-7.30181603653352	10.363597344619	0.614002328193391	12.1929853355605	0.169374768861045	-3.23154080166506	5.41148415464727	0.412958630631764	0.340505428435843	0.898544889007921	0.371851063947846	0.947858419115962
195	-1.78080335704377	-2.05255247300563	-1.58829335638545	0.700068632558486	3.68574574675538	-6.27579320209713	9.19898106228428	0.572376099504989	11.7318810386347	0.168908410000178	-2.96074866562563	5.58977945930117	0.412500004591081	0.295891762469039	0.856032122198872	0.420469900817177	0.936030504625964
282	-4.4973975446857	-4.81807119102399	-4.06074012800912	0.818023644057462	4.28276121756351	-8.44423429223878	9.85015676286977	0.717527462844658	12.53208372649	0.16794792528065	-3.5762378950667	4.79802005842278	0.418750004244674	0.467887716471756	0.88770936151265	0.434655962078944	0.896464852836806
188	-0.936284663568141	-0.646533899025596	-1.19606201127263	-0.638126008735101	3.09573353355094	-8.84980922168564	5.66526476135394	0.441340408533251	10.5537698765161	-0.167665081235196	-5.81063735059489	3.40183464389097	0.400468389338035	0.321325793093546	0.878891753464891	0.346839833198846	0.926889143653303
273	-4.14616295281087	-4.41866733123566	-3.79210007253849	0.91362559232853	5.06168041654259	-9.31132624924827	12.7222176508952	0.918462385018617	15.1639395775557	0.166318262587838	-3.25488210516735	4.68035441705737	0.414519910794836	0.386388289588298	0.872700937302267	0.412986829201781	0.907737421128724
132	0.673894181994349	0.445942444727589	0.910844818472312	0.513806697213091	2.81622507291975	-5.25329604751262	7.10296930873963	0.431404850312517	8.24408885987496	0.164402127294182	-3.21937210729704	5.25282585492156	0.42388759177894	0.335709917645881	0.916242754103877	0.356208891488883	0.945129705224176
235	-4.4754123417346	-4.04432154652476	-4.92522231263296	-0.937324784994342	5.16916233194487	-11.1287186816296	9.01191563858167	0.923785354114653	14.5727436786312	-0.163540338737514	-4.32015456560777	2.79042982452797	0.411718754634699	0.416137653245625	0.876078123335713	0.427679058087997	0.885980069152957
8	5.6701449848487	5.59517752951036	5.75475980903805	0.36106064111454	2.17120289204152	-3.43352677431973	4.23488216055818	0.286123354625718	4.47697193403382	0.161674932781339	-2.93328338291069	4.71284403830482	0.425000003902503	0.448989045768144	0.950070608132913	0.473768215662893	0.973457005470664
245	-3.9985001888302	-4.18489921868076	-3.70169106340692	1.04405932713975	5.91933253635571	-9.54242225048057	13.5098935304195	0.99830119076134	15.8755614036449	0.160735857450641	-2.9061593911078	4.39627767660961	0.424668231861364	0.34153088535316	0.858401640923173	0.469835672422711	0.931589261827937
246	-3.25229063015097	-2.67532427072456	-3.78429359624058	-0.957458324002487	4.9319729643345	-11.7205486612637	8.53923299365798	0.791216489898232	14.6906463038406	-0.158971451438554	-5.06818687543405	2.90408218824488	0.416406254374059	0.377936703855426	0.864280975387843	0.430719268637003	0.919679674890248
