rab.all	rab.win.Explained	rab.win.Protected	diff.btw	diff.win	diff.btw.025	diff.btw.975	diff.win.025	diff.win.975	effect	effect.025	effect.975	overlap	we.ep	we.eBH	wi.ep	wi.eBH
285	-4.58224523403389	-4.19567659313747	-4.85497335399931	-0.774972716610231	4.92495842464392	-11.3461628791962	9.20191379663088	0.851601728734645	14.6284498588594	-0.137248775690661	-4.47469244824858	3.18653146480497	0.437654152218772	0.293199567248776	0.941944551577702	0.269459466279181	0.949968491252347
23	4.88649121807547	5.10363456793717	4.78173758833507	-0.27829871094021	1.92507247834513	-3.79265322263254	3.4327376056548	0.374084706583084	4.4974917743321	-0.13686836621792	-3.94730895874306	2.96057676323225	0.43902439063128	0.272894607582357	0.961607062688393	0.248667425616852	0.9636923206198
196	-0.374900037266182	-0.570925903059171	-0.227608591437869	0.444568308359907	2.68227307633077	-5.20826503446375	6.25512801930021	0.510784379510881	8.57330781488169	0.136686282383683	-3.37449410169595	4.50590587824398	0.432291667098573	0.264548768422372	0.960318886357859	0.233989693396765	0.963156196082258
269	-3.72700632708882	-4.1247207272544	-3.40840363092765	0.717918472075548	4.79778077010304	-9.14131146856768	11.5293192753259	0.865588172731266	14.032054063709	0.135963725320349	-3.2699749386917	4.20539898115228	0.430646930267366	0.269222082141331	0.957812416681686	0.262248088124811	0.962279400885214
44	4.33541339059803	3.8342646503687	4.46960526545729	0.242466934855877	1.74682824552646	-2.87604461707095	2.9180167511514	0.295725613168763	3.72294301127575	0.135906270448576	-2.98465141747471	3.9467298901202	0.440789474060257	0.309661170886827	0.961991810503927	0.282272481799925	0.964900383499504
91	2.04718198325126	2.25142767017127	1.89242182293676	-0.353597802140842	2.44876917894852	-5.09866907894658	4.40101815138607	0.414740469800573	6.05747734087721	-0.134918791179731	-4.17909055792595	3.38885622928376	0.436009866123786	0.27850965332034	0.961566119990526	0.229124846746463	0.962493097147328
106	-0.417805720441587	0.00522197416283277	-0.733679287632976	-0.661075562655074	4.51956168634324	-10.2248837499731	8.65370483516699	0.751375254801143	13.1110257578335	-0.134284573492806	-4.68971674298919	3.35920548541296	0.432173198568929	0.221232261282934	0.963053045701291	0.151811352321951	0.961375590646001
107	1.8613179155152	1.6278191680106	2.16748976830755	0.344943972352872	2.46637319534221	-4.66356181196324	4.35170385715702	0.400139967284815	5.6192652647465	0.133702664333304	-3.33146809215782	4.28854947771606	0.438202247583773	0.371109336818932	0.963036850846236	0.202064866019959	0.963096875989561
223	-3.2255872404359	-3.81597705864629	-2.71495228700042	0.770150519920346	5.16624767989711	-10.7714883160755	10.968877798909	0.909553975582068	14.8728858363191	0.132973999454658	-3.66176754925215	4.59130326731496	0.4336622811246	0.415075088504938	0.965716284752287	0.246204707685101	0.963235265274227
29	4.6897525216728	4.49798404927138	4.79899283870925	0.235731149034007	1.61676927287126	-2.82444053290765	3.06900898824977	0.26992047536169	3.69779063277707	0.13262195149271	-3.06261590866937	3.71011540272281	0.436832009171276	0.291180478004309	0.962106998185022	0.239312529466147	0.964214431238913
36	2.89356355949876	3.06108649647716	2.77295378043842	-0.363864915009124	2.66732234174638	-5.79310613379265	4.58874301133743	0.287389880728165	6.11574940819293	-0.1320904822502	-7.24294999289867	4.1825045787807	0.40339819191331	0.0686418839803293	0.957677518710492	0.0618449574506872	0.958281202020282
155	-0.00812918693697906	-0.253443392743365	0.257456196517043	0.484460349767287	3.2677334280105	-6.15617354706748	7.46506277342267	0.547390790510886	9.55547649112597	0.131821053605657	-3.51875913014887	4.61257021936253	0.43009868465697	0.219247329568315	0.958955394449668	0.186465453934334	0.961130883523767
171	-0.0936812577939676	0.110882240169365	-0.254391288657372	-0.468866938055439	3.01579731917759	-5.93878300373617	6.25934041918152	0.476568896856633	8.21495723411061	-0.128767764836687	-3.96921466631391	3.8053948832385	0.429158674061651	0.374930253193525	0.963888736630109	0.20838517011758	0.961875105314494
126	1.44260933113556	1.34409760283381	1.58111453800431	0.31288001183146	2.19874056504571	-4.43430836985745	5.51915079507093	0.33625451499063	6.25509667608589	0.127780011254708	-3.54188270811559	5.18467031114479	0.431195175877764	0.129694915642045	0.959441343489158	0.170512722382966	0.960437550843094
42	4.0023512284985	3.71825246989131	4.40714964082179	0.282923285281619	2.03725586017579	-4.02120128636028	3.46541003847143	0.350877187787921	4.77225861688966	0.126428100613039	-3.82169742390665	3.76920928390246	0.44368320123394	0.656230608069742	0.975049044789496	0.322807036883848	0.96516718791363
87	2.75460486986167	2.57045706605157	2.85959609575634	0.278205190266535	2.12769979191847	-3.6852517261761	4.20718866305507	0.379764517751493	5.0026086115746	0.122647626049995	-3.08145907542914	4.09963161449815	0.447642544191143	0.339545868231095	0.96198366397816	0.3074794701193	0.964580456196087
47	3.36247609549988	3.23001778385174	3.63505587186518	0.322239905956624	2.41430508347878	-5.08131750219985	4.80526558371995	0.393810986506007	6.0844904531773	0.121743994647587	-3.70230508719111	4.32684655021337	0.446149630376604	0.402688429170329	0.963468405010601	0.269702779824819	0.963971552356479
53	3.29786902986893	3.18669204732333	3.40269160571501	0.310555577294165	2.35521041361871	-4.20227047484186	5.12681942645347	0.412686799124288	5.8240325067584	0.121596759720238	-2.89890699077169	4.6059257979442	0.44149081977384	0.175877664584207	0.961193416220905	0.26514072986651	0.964043436986251
112	2.13348125960549	2.07328726967778	2.17869646138387	0.232742544707357	1.78984128886507	-3.24023337245032	3.54641728789917	0.304990991050464	4.18676031316078	0.12070095899688	-3.17572010098467	4.01201036654367	0.4401205813613	0.290359917837465	0.961892294692551	0.327610745253473	0.965465007333116
178	-0.901192755451658	-1.17196989941016	-0.714341145069453	0.569534986443993	4.17735442570994	-8.13814028471105	9.34457246094159	0.60640977770507	12.2473918220569	0.119117295075264	-3.52796806557608	4.97885102856353	0.426966292601879	0.2217970570738	0.960090938574186	0.204253628176645	0.960110806927621
259	-3.94733258608286	-3.63822022003004	-4.19093992077522	-0.686721822759697	5.01569359226027	-11.7532653866099	9.67270765425491	0.933424721085228	14.4400603266947	-0.118950181942911	-4.1228113667754	3.43635527978186	0.442587010503885	0.320737759962106	0.961867032753903	0.313230654180112	0.964953100449117
203	-2.54388685820676	-2.94473037132108	-2.18374438299121	0.596712485583196	4.87012445829797	-10.3798837637733	10.2057229050376	0.878396172181888	14.4952664020424	0.118640163155732	-3.38132427708589	3.85839225370249	0.446271930164934	0.521817418573843	0.971214572965377	0.306596588300995	0.963391048782848
58	2.17940445567079	2.30451096814143	2.02244166734067	-0.334893850597159	3.04674230535576	-6.09541094234635	4.95612683058607	0.335371303980144	6.50026579146308	-0.115968232207924	-5.6967454769947	4.33623930494155	0.420778509280785	0.191961586399996	0.960816576625507	0.146378325663768	0.960110177976392
39	4.40794620669649	4.15721979006144	4.51307691951414	0.207204341780601	1.83285950053962	-2.99189648190407	3.31885066975662	0.313859292243483	3.92988013301943	0.115320735203475	-3.11519854098092	3.66413389942584	0.453548917804893	0.341994864469533	0.962328580033021	0.318266755381291	0.964854705420413
5	6.62375431201149	6.54983525011263	6.70492514701484	0.217343949028467	1.86973847594157	-3.08963373402877	3.45516391661895	0.339891769520361	3.98744517640764	0.114733169633557	-2.70511845353576	3.71603615056565	0.447642544191143	0.302458325816443	0.961693717282768	0.328129511106286	0.965101918842546
226	-3.02570026227489	-2.70555428339132	-3.23572651445166	-0.589837094018675	4.89842227932053	-11.2421568162359	9.39851098892841	0.824590738668595	14.2410743919248	-0.113621866748182	-4.34355876478273	3.35606659734783	0.442587010503885	0.368376580156521	0.965409961295595	0.368053814626875	0.966742827088564
100	1.01423968529779	0.860242984923559	1.18350446769915	0.43323390806824	3.21882839515487	-6.63490386712135	7.17638263652437	0.480586385707732	9.59768339205361	0.113211034407755	-4.00711684040544	5.27103260104735	0.434210526735017	0.293962402406912	0.962772695379676	0.230480091940877	0.962419748255162
132	0.813899351446481	0.969986563684108	0.706228019428181	-0.370101899936257	2.8206405616392	-6.65313275024244	5.34482173587781	0.484921954132425	7.75247626475852	-0.111972622621015	-4.62829063572046	3.15841389956047	0.434758772345437	0.169632879395314	0.960336745262985	0.234319032455193	0.961848967766821
59	2.83226285059222	2.74478881803681	3.00920653253505	0.301364085793195	2.49583654247659	-4.46841249702575	4.79969308665899	0.434316314190242	5.63464136115739	0.11043277491299	-3.206190803966	3.94671650947474	0.445601535011563	0.28156194984705	0.961705097318977	0.350934156460607	0.965419192246395
139	-0.0366495252108647	0.128665271610606	-0.206992691959127	-0.371449922891131	2.86053625866323	-7.02241453714828	7.33948003811916	0.416404174044748	10.171704775541	-0.105779064597465	-5.08129692110593	4.79157241981206	0.433817484663849	0.612103106858267	0.974686594664728	0.271542511829676	0.962532296436671
69	2.66457980125573	2.5402670319073	2.79075766496461	0.294558694928997	2.46924409059449	-4.79007276514975	5.41694338692818	0.440475766823567	6.38307362459814	0.105551060204823	-3.30129917589926	4.16325204442547	0.448464912606877	0.297563344198295	0.961665551930322	0.28642811263432	0.964811036127737
3	6.97709156159594	6.83611647085701	7.06855028319196	0.156224342472771	1.47298693291987	-2.53244879054774	2.68006016727957	0.278353188336844	3.10386728751378	0.104832318404201	-2.90924464230041	3.61549579102643	0.454097013169967	0.491376146747455	0.967050630022039	0.446381431093261	0.966797471508512
123	1.71483161401698	1.84891392219585	1.59743606168756	-0.214977783456316	1.82731859559355	-3.93872865501079	3.93928067445115	0.286052808112281	5.17132845161802	-0.10444671762483	-4.28042606811184	3.85067139230849	0.445875582694083	0.470384379505273	0.967896040774421	0.320453851155842	0.965347876845917
141	1.25661615904226	1.46768347403688	1.12735369242186	-0.254609422599238	2.01753462461018	-5.57205452448622	3.77105274336237	0.360395303819984	6.93270936612929	-0.104415874537293	-4.51307449140662	3.65045417781456	0.445875582694083	0.263491894798472	0.962306554413689	0.249643350526121	0.963481908121903
212	-1.53739205277192	-1.36890076625445	-1.72811033637421	-0.415450387647136	3.35723081026471	-7.94722646579118	6.27247639464049	0.54789222681414	10.2287188070611	-0.103869646344759	-4.50161322076487	3.3531822395753	0.448464912606877	0.336942377981539	0.965101391560911	0.395456368033536	0.96731314927836
61	1.56361452232908	1.37079334870344	1.77383773227449	0.51457882886124	4.38287619964797	-9.77360965144383	9.97332022863136	0.520528750215162	14.1700836894596	0.10385869963627	-4.7872481597301	5.80425937820273	0.422697368916971	0.348258861592867	0.964606277935606	0.141792475592337	0.960741569263966
251	-3.1871548007841	-3.51548459189689	-2.9138504619622	0.577805889389648	4.71250744734801	-9.35027006548556	10.4349087185493	0.806372652460853	13.5517570409876	0.103650849398205	-3.43856908387534	4.19753275575655	0.445997807359693	0.406645187324057	0.967880291384608	0.372542133149782	0.965646372905231
9	5.64483183908983	5.69551812487723	5.59725416664578	-0.205127961143716	1.77329319825534	-3.78476758905795	3.02123891179674	0.303562877436104	4.24410067186056	-0.103618401218278	-4.04238139563899	3.20912856824789	0.450383772243608	0.352535954197307	0.962488555177242	0.383313416163216	0.966375901234316
195	-1.54345121685514	-1.34226494451645	-1.68270217272166	-0.469679982627	3.7720568378021	-9.54925009483127	7.08010750458385	0.536099081037096	12.3725057744756	-0.102842523546009	-5.36021952718574	3.50477653049038	0.431351055521479	0.15787244039376	0.937203922932619	0.236476684796104	0.961955682159097
79	3.34353668094628	3.30143471375677	3.39175975833018	0.140125631001842	1.27918075760749	-2.10276148365632	2.53536494222509	0.23860548220075	2.88497046665637	0.102092752482624	-2.96620476581844	3.95326106554274	0.460674157551024	0.322337542712324	0.961708026769832	0.39500693888813	0.965732141439799
256	-4.11207116430067	-3.89411741706899	-4.26541186929939	-0.563058515834009	5.0868411431984	-11.5428649252649	9.59461651194664	0.839828316313628	14.6117085300792	-0.101742363864254	-4.16011576070346	3.45465075346086	0.448890107201847	0.371011891746968	0.959038667655615	0.396893693986059	0.966822901198063
1	7.98044282056476	7.76486984473677	8.05022777911454	0.163993164042116	1.50117444936654	-2.47426488248536	2.9805839938237	0.269214803858045	3.31202296116296	0.100441642742482	-3.13481854234082	3.86951806356103	0.454919156217584	0.290299399412469	0.961772466291002	0.413212967021804	0.966244765010769
137	-0.0175391158894724	-0.107969940854823	0.0467141453802355	0.362718695777072	3.16264405626451	-5.8637557018746	7.3636131321535	0.513990640422282	9.53027030089729	0.0998710745471009	-3.50632236347267	4.71678766275785	0.446697725741648	0.299630417336492	0.963030697113175	0.341187726323101	0.963855513130231
252	-3.26439576779121	-2.94719295032321	-3.45644241641511	-0.541155544727586	4.85410078778121	-10.6495696498219	9.48275323702279	0.792793372340337	13.6419043692538	-0.0990804776115111	-4.08805034464289	3.59442833225194	0.450808440979552	0.424865999213626	0.968091914845022	0.384871345970958	0.966614192532521
238	-1.30393269799226	-1.51639596625847	-1.16154112124	0.277193617913092	2.44571917955196	-5.02023165932969	5.75336099914967	0.436051833697377	8.38597533143861	0.0990735874374533	-3.89206661729978	4.4348529816232	0.453274870122356	0.439881083041986	0.967639052720152	0.37091823216976	0.966197071647402
213	-1.58322203595046	-1.87512293496229	-1.30868749950568	0.446731802062076	3.99891793100552	-7.90827369159351	8.78493526325002	0.682266260355721	11.8228044678456	0.0974592865711475	-3.70034614561673	4.50127456231914	0.445053439646525	0.481104649238875	0.967933651084752	0.361620691058134	0.965962782153425
239	-3.92275152206685	-4.14997197882566	-3.68838936765604	0.497869310214721	4.60371046492801	-9.31679758560379	10.2000372816233	0.804142996172022	13.5699357868567	0.09709507344653	-3.59651433890844	4.24888046843394	0.451480263464611	0.448286283621031	0.962576676675961	0.372577042077835	0.960560488512729
13	5.8521522364517	5.79768537536945	5.86608492258329	0.181693167584754	1.92776137043038	-3.07221398840371	3.4885340794877	0.322016101428479	3.83007287904848	0.0958059115378987	-3.17608242745062	4.00909083445962	0.456289394630288	0.304821649795111	0.961837180044068	0.379037985578502	0.966020678140594
245	-4.34080667858708	-4.55932416268065	-4.15239206418813	0.500521084361623	4.77032217558427	-9.26016888160189	10.5637873367216	0.832549645903847	13.9079100855261	0.0946503947056184	-3.50831624535068	4.31846072181164	0.451754386269863	0.40118120608311	0.966491873233526	0.404596340100036	0.966985436519205
216	-1.09896522189945	-1.30684702449408	-0.940846679967602	0.37943785325038	3.35758154159339	-6.91608531067128	7.91622260222656	0.533528683502773	10.6058686664601	0.0931577815623473	-3.80255659303961	4.68002667177537	0.45026034561449	0.526708500041181	0.971652409274828	0.425271967474917	0.967219755181392
187	-2.87941856544499	-2.64190997328637	-3.01596797649108	-0.607688640726057	5.57332913664057	-12.5130923282191	9.95678582436144	1.01172208322383	15.8316965107605	-0.0924072894731424	-4.10357874177612	3.26385548530511	0.449561403827863	0.368195722900919	0.960552398135522	0.38186152099905	0.96513314740217
230	-3.58416236136934	-3.81645870041628	-3.35274863779678	0.540347327227402	5.30478619003991	-10.2468470718391	12.1841288919551	0.928169067955112	15.3185575233383	0.0924051914372136	-3.37836036057377	4.40114435033321	0.459155702011869	0.425201720193303	0.966335085935768	0.437183482069589	0.968007682227198
16	5.26053580316195	5.08022926826519	5.35496595816403	0.198952038092807	1.94917357068525	-3.52373672498761	3.73376827187461	0.362340642056855	4.64962396452267	0.0909917093118751	-3.02805533427498	3.9447870834247	0.455741299265204	0.443221397029169	0.963910690020621	0.397461711110648	0.965835094447186
186	-1.09195296701454	-0.552247287747301	-1.36477592845534	-0.448181334640129	4.45248619868851	-10.1378418867017	9.35497302542378	0.622681538818927	13.8480632300898	-0.0905420502974104	-4.77317294096793	4.23962913225426	0.447793916471742	0.476161230969111	0.96901539144426	0.250006511495211	0.963413657348185
290	-4.65120636544474	-4.44276761672652	-4.83350289412628	-0.47138988698882	4.56490523126499	-10.4229731892309	9.2949697950763	0.792164156551646	13.7526858600836	-0.0901420493714286	-4.44370738848353	3.52732507293112	0.448616059519319	0.414189942034631	0.964760324534011	0.404381785341391	0.962822566129936
218	-3.16720502239389	-3.42815137079435	-2.91680064067083	0.504028730906335	5.14500068824339	-9.71230186275668	11.2775339622129	0.912794002443302	14.1982958263733	0.089208669269555	-3.30747957316259	4.13278947860518	0.452726774757284	0.445662171059015	0.9676845663808	0.456511304008649	0.967684806592913
177	0.153882519975102	0.265610626958759	0.0779801387625616	-0.251546706898846	2.65349019791074	-6.00145398144039	4.79801394915867	0.425254716977196	7.36216181568652	-0.0891125223576441	-4.5094258716893	3.4381978411491	0.455467251582664	0.232582527849451	0.960703209377851	0.372015998720894	0.965608045308062
67	2.30294046995598	2.44814481482517	2.18390526168811	-0.246596728707069	2.34035125825604	-5.52694240189355	5.0433735593414	0.355557141452394	6.6707524218201	-0.0882577892899156	-4.85108482412891	3.8836107210238	0.440668676726314	0.294579793268252	0.962056291795669	0.271592885590768	0.963944542531254
72	2.19416343303207	2.02754991469135	2.40246873806222	0.304175274046183	3.00849366200042	-6.07312279217363	6.37205768384131	0.42970735267619	8.65014285684073	0.0880922205233013	-4.19531001138332	5.04058585066549	0.45026034561449	0.450404496248616	0.965225687336307	0.32325442095114	0.964951113920324
284	-4.67305710721967	-4.89941503274272	-4.49421308285058	0.461879777241049	4.57106851210895	-9.80956941919393	10.4257629900483	0.814761971816392	14.1554595730163	0.0880117545746619	-3.82873553596562	4.24379120907861	0.456140351153969	0.438731748751712	0.967183039186986	0.43057605534944	0.970607058490107
46	2.00978158851555	1.9119058786157	2.10962042420986	0.359598663187358	3.52611682859565	-7.20412016506702	8.02682174700338	0.577576543282765	11.4553520890382	0.0877327175776551	-3.45560407637765	5.02566172777209	0.450657895048858	0.308618987413828	0.9625459588588	0.300593388315275	0.965131795592642
28	4.79932153987269	4.76037781727426	4.81215002530417	0.181502779956474	1.97832167344264	-3.75220696925157	3.42804201359338	0.366825979286731	4.42308111181645	0.0868685439187879	-3.45281487528172	3.50027233241719	0.462318443646331	0.671814928559219	0.975415665754356	0.523236293749187	0.967812459015872
70	3.67204709694834	3.60540236719595	3.74521562078527	0.173687212937768	1.89869045366855	-3.25667003781341	3.51052528083397	0.349319889140998	4.29711350351609	0.0858963331178248	-3.20933493297317	3.81977151027797	0.463267544090913	0.511963144008349	0.967424990117027	0.511044659994367	0.967640506954389
175	-1.7267977313497	-2.00956886562628	-1.5025045077661	0.432157982559492	4.65567412828263	-9.62253788707452	10.4465366326751	0.757713594918385	13.9914945580402	0.0854482408670314	-3.64759319991163	4.18031797007175	0.45300082243982	0.457159542453242	0.97057000582574	0.374751431211933	0.96430056476794
202	0.276137054127051	0.435344256193194	0.176362499001192	-0.21299455262883	2.26646631767712	-4.86693436256302	5.05816183944905	0.39589277137134	7.15970166856799	-0.0845623478972819	-4.16986516821317	3.9199331266535	0.460400109868474	0.648837326729812	0.975888456080908	0.427957709237985	0.966451362856684
52	2.84953179557783	2.70667065781845	2.93981073043393	0.241548612480307	2.89763572029658	-4.89899148855041	5.43433656859912	0.467591576669327	6.45073796673853	0.0825036888385564	-3.31232468537295	3.91402118998849	0.460800438843474	0.412445991785205	0.962908304545044	0.433995667535854	0.966705280557867
80	2.78353437163485	2.8225766034464	2.73248073177552	-0.197505497377699	2.25361798582233	-4.13041901019444	3.76930143622933	0.39966676580765	4.88277547434516	-0.0823551846526951	-3.76228825962192	3.03211261736347	0.462993421285641	0.503105515917423	0.969373123535727	0.480064770880141	0.967358166275938
