rab.all	rab.win.Explained	rab.win.Unexplained	diff.btw	diff.win	diff.btw.025	diff.btw.975	diff.win.025	diff.win.975	effect	effect.025	effect.975	overlap	we.ep	we.eBH	wi.ep	wi.eBH
39	4.43163374078374	4.16815228979075	4.72728836881331	0.243913625766248	2.04251102173066	-3.37003563201509	3.5511966390363	0.372718595869854	4.22109851384057	0.120966272787632	-2.92206890341111	3.72035274652508	0.450383772243608	0.34982474053002	0.884671885575748	0.299768536348112	0.848458988350797
29	4.68238307026497	4.50327656063239	4.74060287440278	0.204537218124782	1.57068520855975	-2.71961970023611	3.11129768841172	0.263417816974733	3.6788957093275	0.12089350551324	-3.23238371358973	4.12474266689718	0.447793916471742	0.348027601986939	0.882666599260143	0.305648392089753	0.850550349022674
157	-0.501712088579651	-0.757374319306792	-0.312634543473872	0.511859558950069	3.83454562472723	-7.05400574870075	8.73736136631411	0.568917176709025	10.8990510874684	0.120317107345195	-3.64386649368554	5.16015071320388	0.424773911142162	0.165984088897625	0.837463158722423	0.148173880161511	0.811356244488103
281	-4.64158050714873	-4.89913751563533	-4.42210057760728	0.662839869347968	4.85707565756393	-9.58628283697833	10.7214562327467	0.822251566188165	14.2309536578383	0.119386978367572	-3.34216475014015	4.29209277410254	0.439572485996288	0.353031880351709	0.850037760920201	0.349597108870542	0.832864740347084
66	3.73091662745154	3.74657168240189	3.71413609115053	0.202169093546363	1.6111823588178	-2.71033218545349	3.21669964320263	0.298974876336311	3.86668810432135	0.118048803180916	-3.11929047307816	3.82524081840653	0.447793916471742	0.267913513446479	0.866426351764314	0.32772581313577	0.855550047428142
225	-4.58654808511954	-4.22126447283774	-4.859415852357	-0.742900034475213	5.24632485779577	-12.5251433128457	9.55299383792901	0.91536325538522	15.1879689004296	-0.11803404996531	-4.51480243655521	3.06968487435578	0.436677631981932	0.220960782226913	0.804642322655887	0.269906354190554	0.814505092992638
48	3.87081773500213	4.03115795630469	3.76655736720068	-0.209178003337573	1.72141987670054	-3.17690320595309	3.18904566588181	0.279886406607616	3.93608138997365	-0.117922236344964	-4.13584149206762	3.74835166943878	0.444779391964007	0.381249747088688	0.890230461317527	0.293970427685589	0.847832146387116
55	2.64689585682291	2.36884773806705	2.84963346861281	0.331870772288095	2.58836166581562	-4.99698135004502	5.69714505951749	0.447313026634478	6.64776978509964	0.117209397330762	-3.44323216177076	4.16305275368004	0.44121677209133	0.267946682700399	0.866263108374519	0.221580444247846	0.83541295315236
178	-0.954301488269374	-1.18042658953545	-0.796714797211189	0.479174999022837	3.64932105820961	-6.96857045710851	8.87091529506288	0.557108453163028	11.0081075710224	0.116755525176943	-3.64410129310964	4.65203511885717	0.436009866123786	0.245051622725599	0.857806316447736	0.235260515865717	0.838515245849792
19	4.04317139740181	4.23888173144458	3.89501719051002	-0.320289550344966	2.48647668204959	-5.08597418524754	4.59504051613359	0.408849812511783	6.06128931965677	-0.115480841563557	-4.35586334024331	3.28520298823496	0.443409153551426	0.274058265737986	0.869541264397192	0.255130886263035	0.842119446370725
160	-0.139020366721855	-0.301192675327089	-0.0111186876640694	0.382826168035247	3.31184493899702	-5.48658160903224	7.41476915317825	0.519720607166763	8.66057482120925	0.115151385370653	-3.19015614158926	4.73705984603315	0.446271930164934	0.178959461362522	0.842772924938212	0.280020676354363	0.849197570124545
242	-1.7166667185367	-1.97228962244575	-1.52229809334883	0.477862103501097	3.44315450023755	-7.27217317550978	8.16022551648981	0.603425492709547	11.7908954576683	0.114760377118669	-3.75382557236124	4.54802210863841	0.436951754787149	0.404201317937096	0.888283506500025	0.277766796513096	0.840552957865152
180	-1.64157909203837	-1.29001184556657	-1.90005809173036	-0.575643457541748	4.40308181212641	-10.029019405004	8.96567298119093	0.613919317347603	13.211211664498	-0.114414222724921	-5.33648264441411	4.37721813801517	0.425986842579112	0.368775213537153	0.886422596076532	0.213084899730811	0.82986411438431
16	4.82167653285092	5.0725374323588	4.68851683642696	-0.221835696693026	1.89283057501515	-4.06376934953543	3.10379866252637	0.32294563359575	4.41528419712466	-0.113582837052738	-3.97327924396495	3.09755649791035	0.442160088086401	0.206978540144274	0.857579313831487	0.262023154842705	0.843268548253491
156	-3.48165817117948	-3.05958700827371	-3.78924935780879	-0.644425092092493	5.15999485617861	-10.9401341993552	10.0195902178178	0.929882169170113	14.4811249753811	-0.113298683452016	-4.34859074339542	3.40062327650152	0.444078947723031	0.372788079259454	0.864935330585166	0.289991917442963	0.839896083235136
216	-1.06452432657981	-1.32215561444071	-0.839332706090128	0.473155700884451	3.71693719874311	-7.37364519302283	8.40955086084596	0.610564018905791	11.4154699955863	0.113227992288206	-3.4318743846771	4.51984106650186	0.440241228449804	0.353550997937577	0.88091889121458	0.259143971491603	0.841530739526767
49	3.76764667560969	3.86366246525441	3.70527134083611	-0.232009546832835	1.79614309925932	-3.55345830238545	3.10373454949606	0.323857752769823	4.17190817326237	-0.113153927145226	-3.74752072675163	3.25001702451454	0.446423678059126	0.281406906787549	0.870243239665736	0.287118740608265	0.847183817731457
202	0.195060827545328	0.452823679025647	0.0328352612603986	-0.321820280140272	2.39352100539328	-4.90398376779239	5.57649186412351	0.432413707260497	7.52819413210376	-0.112687022208596	-4.0163566085649	4.11779943992293	0.435032895150648	0.640099232139429	0.941474197666204	0.250410073649505	0.842663255525343
20	5.38475778094678	5.33274234895227	5.42275634661026	0.179304587295964	1.53601896560991	-2.38070218632006	3.07204229053357	0.286632691622631	3.32062343020845	0.112169274830026	-2.86433095381638	3.8590291715781	0.450932017854108	0.213625989356135	0.856176633700812	0.375051591846816	0.868148254193352
154	0.406741134344239	0.206359306816255	0.51283753385197	0.334586806059011	2.60341701241982	-4.6061425713626	6.69299737832687	0.42226261552068	7.59092661226363	0.11155213556258	-3.46370683029837	5.25986126949122	0.436283913806282	0.169784214353165	0.843300538270638	0.25002773403629	0.843712837479243
235	-4.66776614235387	-4.36186120131413	-4.87159485094459	-0.678320079945673	5.29324377635175	-12.3086737920023	9.86203069526753	0.892748984001625	15.044537568399	-0.111309484851291	-4.62832232971365	3.34928894564471	0.439967105644579	0.31067304737035	0.818399737234066	0.334036385283784	0.827971420910443
293	-4.5406827194694	-4.18637451984879	-4.82769601409893	-0.590839093690925	4.83177642052531	-10.6402189129756	9.77462711748073	0.894332397099988	14.448600830989	-0.11034537085369	-4.04722078096995	3.7190712983045	0.447519868789218	0.402673577987424	0.864287116102958	0.337869370593445	0.822524558418498
54	3.59029871858576	3.6396976401922	3.5538685092049	-0.260348604416651	2.31335493680383	-4.15671092028667	3.25935530947307	0.360667381257104	4.6053215650193	-0.109780766857027	-3.96965994165792	2.83187806768343	0.447642544191143	0.202156874803561	0.856753825579399	0.274879887808304	0.84564257623695
254	-3.47245578950757	-3.75978115416845	-3.20748792112446	0.588973345549266	4.68650473061568	-9.18513593516949	10.4433062092585	0.819948006747651	14.0542886860899	0.108735022598952	-3.53939643817646	4.43206836423307	0.440942724408822	0.391357772502633	0.87476194028645	0.30528226651433	0.83413106412461
184	-0.306009817469263	-0.496916386098053	-0.160966501369017	0.403936410787453	3.21835037838816	-6.77249611195768	7.75744491296803	0.566243426589242	10.2058021500402	0.108547904855275	-3.73049187014346	4.69319415139385	0.43354343698136	0.341842138392666	0.882233512849291	0.319780675157846	0.861130391604658
63	2.88342687626509	2.79564113640822	2.96033644536927	0.264481958988571	2.25814779018472	-4.12521744066109	4.92441340032297	0.360714253650531	5.77735685092447	0.107839737070883	-3.36741291547349	4.48079826696343	0.441885965281171	0.216431538659359	0.857456109003101	0.239571422816265	0.840054244261693
241	-3.81426935976569	-3.41706028175038	-4.0855808013929	-0.650218770510067	5.2268932946689	-11.3590470778906	10.5245129379139	0.996308392183504	14.9390727351085	-0.107544388882257	-3.99425783476825	3.39621776605472	0.446820175775416	0.406628975642083	0.887401025343985	0.390037195325905	0.870008206798955
190	0.365906676125729	0.191038500025077	0.47764264098657	0.342340624442175	2.77079945069763	-5.95091477855654	5.53036356471783	0.47813965875476	7.86549104499594	0.107045470913226	-3.4637808527278	4.28130151245753	0.44983552663311	0.461777046003963	0.906128743452178	0.305422857814658	0.854687910133971
239	-3.85103016313086	-4.08814141684447	-3.66145704334699	0.552059373128723	4.49244039529445	-9.54693062592819	11.1387184275008	0.764297880963727	14.2328708084154	0.106855983552381	-3.70973701027221	4.32186470065613	0.442312962821373	0.353416168159737	0.869433790676582	0.334921541207636	0.84842297005467
166	-0.540722272346759	-0.368052370503314	-0.659541522703388	-0.440355064609699	3.35607618404462	-8.03390319073105	7.06226300786414	0.564295652106134	10.2205233038658	-0.106712143424671	-4.7367770371296	3.72030854843245	0.441063596865484	0.258087521189026	0.860173825916787	0.277063644200065	0.847987538438647
111	1.51048933642015	1.41901317551685	1.57534438266748	0.312110339641606	2.50107119149962	-5.46212479946113	5.60410917235634	0.442723985208057	7.49460872613186	0.105033971397133	-3.53221416219398	4.2986049280438	0.443135105868912	0.363531916954411	0.88615295822858	0.245839578278956	0.842482046432154
172	-1.21151156042751	-1.03265610438657	-1.33728484473491	-0.521225374241109	4.31166863427793	-10.2827491337188	7.88227069903009	0.695243285274579	12.6602508789339	-0.104755139653451	-4.42606338106839	3.53329298243085	0.4473684213859	0.26376020081328	0.859215506035295	0.30937604617269	0.856800852415965
238	-1.30075512097807	-1.47477470039588	-1.16486885334397	0.34510926643469	2.84320614842768	-5.7902816629826	7.23538299274553	0.500294513697972	9.65155873654515	0.10366892636923	-3.68674641466735	4.53719083554184	0.448342011836793	0.362224408182776	0.878792069187801	0.355062911519292	0.86357580769978
115	1.63151325224874	1.4951828582361	1.72021425448396	0.266598466744483	2.36873634064187	-3.86699336321486	4.96695181609489	0.33564852409996	5.99477051514556	0.103414957249683	-3.49132644601108	4.76352429366623	0.44697177342417	0.215512754722172	0.854885360374271	0.271285206916834	0.845351981098323
287	-4.9293987316842	-4.67151594152415	-5.10297280171738	-0.508802854753974	4.50224497515522	-10.3774325771129	9.15046866681185	0.781345978794479	13.5009290742257	-0.10293913096781	-4.18142367681174	3.61572174038815	0.450383772243608	0.430935408677829	0.878095813181414	0.400280462719029	0.857668896845298
28	4.55945385376432	4.75881782825794	4.44632298295294	-0.22477663682256	2.00195944423309	-3.9658495376254	3.47415621566114	0.363020206829419	4.55270116802986	-0.102610708285281	-4.28087791570452	2.93061948778226	0.448616059519319	0.321742401903172	0.878420625098577	0.334152834904689	0.856354251713373
33	4.44731788792079	4.56758758875404	4.27734212112211	-0.211831468179632	1.94136933999343	-3.76687650794492	3.13533189669646	0.34973532033656	4.1085024421112	-0.10224510403224	-3.82792971077435	2.98858961539841	0.454097013169967	0.304433844300554	0.874230396865263	0.352903190740821	0.861706003354434
143	0.415823929702469	0.631132325790307	0.290909096126783	-0.344903415357206	2.78352184786989	-6.05524288531993	6.12157383119538	0.446579759624204	8.88796110725644	-0.101607833993627	-4.57338337524785	4.55052260507121	0.442587010503885	0.576185541537431	0.933783541293981	0.303045120593109	0.854869406900571
