57	62	64	72	75	94	128	131	132	145	175	202	203	5	7	42	43	44	47	49	53	54	55	56	61	65	66	69	77	92	101	113	117	121	122	129	147	159	174	182	190	230	231	232	240	241
57	0	-0.248788876505858	-0.271258446795568	-0.373488152655096	-0.281215398151648	-0.361261599556034	-0.269698044507465	-0.275491608792158	-0.33192067917753	-0.319411180765885	-0.25019741821979	-0.299016461809757	-0.220256750775176	-0.267440259076392	-0.282225940113241	-0.309678621093874	-0.319180090565788	-0.234196529186705	-0.266374837710589	-0.275787437007819	-0.255502938885089	-0.294968588880341	-0.336667796451981	-0.182822598294173	-0.254181135490742	-0.260244697036845	-0.287831349257315	-0.225132683807378	-0.291031978104938	-0.295523539824604	-0.231112309510237	-0.178253092420978	-0.28747086665828	-0.234425457691364	-0.269172598258365	-0.184196473476625	-0.288237125411651	-0.288360229610772	-0.325441791461785	-0.253050407206797	-0.313815271623041	-0.270213728140763	-0.290034619798401	-0.255864494224738	-0.256725854512733	-0.266637751311981
62	-0.248788876505858	0	-0.251057213212958	-0.32835376784721	-0.237151673193557	-0.289944919040169	-0.278844118661118	-0.276273168292749	-0.334072487813883	-0.316121173034291	-0.255818109047769	-0.294536148484988	-0.254800538059629	-0.298841454849505	-0.296377476934978	-0.36646788444178	-0.305579929420704	-0.281596612199915	-0.28220906515891	-0.222681423224469	-0.232307115975147	-0.371949644000362	-0.273000595887374	-0.230386875505014	-0.269837138896909	-0.319833242588379	-0.315735887293775	-0.288175975040393	-0.270469145591551	-0.287584755401688	-0.284115531596622	-0.212408097426712	-0.319321171908033	-0.279503545249191	-0.302379826233707	-0.277918649416507	-0.319730285054102	-0.29969228323752	-0.315990620420319	-0.265656469827171	-0.338352459856175	-0.26600740291075	-0.322931104128499	-0.285917902408224	-0.246931480033878	-0.315540807697741
64	-0.271258446795568	-0.251057213212958	0	-0.31874950961019	-0.272426066916374	-0.319629776383329	-0.299942120119407	-0.239194852684995	-0.271648434198453	-0.291011959029993	-0.302070714017387	-0.265781771082529	-0.264634777074481	-0.277595124684202	-0.278499004747057	-0.371615525479404	-0.239861597825643	-0.302009948557698	-0.248536811729771	-0.256268746120047	-0.272628311376714	-0.37208238935019	-0.203422949512807	-0.224558566670841	-0.297457540752188	-0.220283812638624	-0.262646266031091	-0.244328594315341	-0.247866323560501	-0.307827388036665	-0.317592850260819	-0.232079098739371	-0.325164145145155	-0.304702840324527	-0.269622775504503	-0.279854666555087	-0.351835243412547	-0.211933898670966	-0.2861165525995	-0.25123196523669	-0.223927861988772	-0.28799158616328	-0.265304926047019	-0.303428256406456	-0.247602031548753	-0.300157300431402
72	-0.373488152655096	-0.32835376784721	-0.31874950961019	0	-0.373651959557415	-0.316776980619057	-0.396789469263467	-0.350957435650976	-0.268770655903745	-0.318809502071966	-0.401373893100609	-0.323309384361089	-0.402968589525902	-0.364545338129254	-0.310372702537273	-0.46832719528564	-0.344293370422316	-0.377637851566914	-0.252915209254407	-0.282604737079079	-0.339028053814473	-0.483460963914408	-0.261464297503321	-0.389209611187818	-0.390626000728565	-0.393955082204874	-0.394418043766746	-0.323073218520714	-0.407617649364899	-0.364198617391096	-0.341630851885946	-0.340693504525646	-0.403782152577399	-0.352757241610669	-0.353742573001782	-0.400237796545081	-0.408906234609251	-0.240522664665932	-0.433637537813772	-0.320449329377381	-0.348991577711282	-0.384404974891825	-0.330091398189755	-0.403435335022809	-0.325533175732315	-0.352523673401869
75	-0.281215398151648	-0.237151673193557	-0.272426066916374	-0.373651959557415	0	-0.293540660812851	-0.290483877317756	-0.284491824816657	-0.323533487642069	-0.309930523179884	-0.303155411314915	-0.306381020398079	-0.265470363282826	-0.320143188675646	-0.306665141591628	-0.360986096115639	-0.305206214241403	-0.284436355068217	-0.273649662194685	-0.257754047434049	-0.214267656981785	-0.40326864677243	-0.292590146254985	-0.258206842970285	-0.306107277457595	-0.325390982536742	-0.326938241548552	-0.277136473627093	-0.223118025587229	-0.317615219007769	-0.2588936880297	-0.250608065453454	-0.31905895827589	-0.273099488999494	-0.369259238269978	-0.298243598872427	-0.328614641309702	-0.324592817344509	-0.368193279335852	-0.246726466300046	-0.29653454854765	-0.278717249779216	-0.347336754627549	-0.309912919885914	-0.246874750389443	-0.297928413309693
94	-0.361261599556034	-0.289944919040169	-0.319629776383329	-0.316776980619057	-0.293540660812851	0	-0.36539413723523	-0.344976118935188	-0.366453929752828	-0.314629038567713	-0.308367557792697	-0.230928431933174	-0.33957186243798	-0.354990323145878	-0.312336902990458	-0.39202572736708	-0.348493843985462	-0.348608926531057	-0.246761172907809	-0.315743338767369	-0.323959181246548	-0.437747752971797	-0.326200199605999	-0.355184892992409	-0.351740750061236	-0.385660618938044	-0.366420449681839	-0.299732451586726	-0.290528831585762	-0.323736000442248	-0.274613664050961	-0.324948206599802	-0.381055188690031	-0.322290938212004	-0.352385828403894	-0.329539765005338	-0.358987574736873	-0.255134470298003	-0.394440896016207	-0.324521657039373	-0.284757913585994	-0.337749546630716	-0.296856490958575	-0.365628207925305	-0.327953552079181	-0.339995070906066
128	-0.269698044507465	-0.278844118661118	-0.299942120119407	-0.396789469263467	-0.290483877317756	-0.36539413723523	0	-0.268683780394219	-0.306580999416991	-0.419554928905559	-0.331147624994571	-0.3618237429057	-0.285769971714022	-0.342136934693669	-0.397472178530546	-0.36394120096222	-0.364115819336409	-0.340662887585845	-0.397179819405014	-0.327176342034306	-0.24626739216971	-0.365012775009404	-0.314569145857669	-0.272756550854592	-0.283121913286246	-0.372275397652232	-0.32307898432198	-0.361419885545971	-0.275349659774398	-0.375316668659605	-0.365047712620756	-0.260153254589814	-0.360343815718073	-0.359641968123752	-0.364786092908754	-0.320548644979437	-0.357866199914475	-0.347210546970821	-0.294614728854615	-0.280581374937986	-0.378615874458097	-0.29376128933847	-0.387841590973744	-0.299154977444587	-0.292127861196175	-0.405015135513763
131	-0.275491608792158	-0.276273168292749	-0.239194852684995	-0.350957435650976	-0.284491824816657	-0.344976118935188	-0.268683780394219	0	-0.296630266856682	-0.332174127281292	-0.320438250188605	-0.248972681831281	-0.241867200174519	-0.274812775650296	-0.315734539936842	-0.329751911166028	-0.281892680810919	-0.294332712020868	-0.320849496118638	-0.265125521637185	-0.239562969514109	-0.367837284478662	-0.235721904852869	-0.26756322655521	-0.261048679258497	-0.362597024174669	-0.218286635012171	-0.279805355646224	-0.2428623749146	-0.324238187171711	-0.281120645820299	-0.258300292496261	-0.338932300647068	-0.289748063510996	-0.332412242511834	-0.264878138723302	-0.327867842308729	-0.248273053169166	-0.323350486751862	-0.229162349789156	-0.301714834164947	-0.245764866786728	-0.333004840662033	-0.272524465512059	-0.228073177064016	-0.303125384319351
132	-0.33192067917753	-0.334072487813883	-0.271648434198453	-0.268770655903745	-0.323533487642069	-0.366453929752828	-0.306580999416991	-0.296630266856682	0	-0.323820480751512	-0.352197573462514	-0.306188479529377	-0.352803284996424	-0.34145885723483	-0.353291783784587	-0.385730455531269	-0.307231360716756	-0.334323955011267	-0.333960137127983	-0.329779206316236	-0.302515697896307	-0.410061454175579	-0.254512872780057	-0.299349691177743	-0.364028575784767	-0.321930286002634	-0.310772573191701	-0.308712066662773	-0.304663110942296	-0.369677572792605	-0.35961755428538	-0.339517925295383	-0.360963480717323	-0.353915444919255	-0.364952369759004	-0.343445419222074	-0.378545533229115	-0.294087123823418	-0.355923244983017	-0.264364592148522	-0.335713304288968	-0.324890792069679	-0.349540222824007	-0.350496099328857	-0.311011563511371	-0.331475257527284
